district,property_type,bedrooms,bathrooms,floors,land_perches,floor_area_sqft,age_years,has_garage,has_pool,furnished,price_lkr
Negombo,House,6,6,1,32.6,2173.0,39,1,0,1,76855522
Matara,Villa,2,1,1,10.1,874.0,24,1,0,0,30214046
Colombo,House,2,1,3,6.3,1190.0,21,1,1,0,103019667
Colombo,House,3,2,1,9.0,1253.0,18,0,0,0,88991208
Colombo,House,4,4,1,38.4,1626.0,21,1,0,0,162925527
Negombo,Land & House,3,2,2,6.6,1366.0,40,1,0,0,52736011
Kurunegala,House,1,1,1,10.0,551.0,21,1,1,0,15874621
Colombo,Apartment,3,2,2,13.4,1258.0,7,1,0,1,109103747
Matara,House,6,6,1,32.2,2266.0,14,0,0,1,48177241
Kandy,House,3,2,1,45.6,1152.0,6,0,0,1,60514822
Galle,Apartment,3,3,1,12.3,1077.0,38,0,0,1,24263433
Ratnapura,Villa,6,6,1,44.3,2199.0,31,0,1,1,57716564
Kandy,Apartment,4,3,2,6.6,1726.0,13,0,0,0,44294270
Galle,Land & House,4,4,2,6.6,1743.0,22,1,0,1,75906763
Colombo,House,3,2,2,48.7,1223.0,32,1,0,0,193814654
Colombo,House,6,5,3,14.7,2456.0,4,0,0,0,230196029
Colombo,Land & House,4,4,1,7.1,1622.0,13,0,0,0,151164670
Colombo,House,5,4,1,14.0,1950.0,10,0,0,0,161048891
Negombo,Apartment,4,3,2,26.9,1788.0,22,1,0,0,78247676
Kandy,Villa,4,4,2,30.3,1836.0,7,0,0,0,121933021
Galle,House,3,2,1,33.9,1253.0,19,1,0,0,62955729
Colombo,Villa,3,3,2,16.6,1308.0,8,1,0,0,221949578
Kandy,House,4,3,1,34.3,1561.0,2,0,0,0,69625577
Jaffna,House,3,3,2,14.7,1515.0,2,1,1,0,45231525
Ratnapura,House,3,3,2,18.0,1626.0,2,1,0,0,28332041
Colombo,Villa,2,2,2,25.3,1046.0,0,1,0,0,231792394
Anuradhapura,House,4,3,1,12.3,1603.0,12,1,0,0,23555646
Negombo,Villa,2,1,2,5.1,1072.0,17,1,0,1,78366796
Negombo,Land & House,4,3,2,10.5,1702.0,2,1,0,0,104949543
Galle,Apartment,4,4,1,18.7,1666.0,14,0,0,0,55772406
Colombo,Apartment,2,1,1,7.2,950.0,14,0,0,0,53723597
Colombo,Apartment,3,3,3,6.4,1535.0,2,0,0,1,112465986
Negombo,House,3,3,1,9.2,1168.0,8,0,1,0,69354805
Kandy,Apartment,3,2,1,4.5,1047.0,21,1,0,0,23569387
Anuradhapura,Apartment,3,3,1,24.4,1273.0,0,1,1,0,23012743
Kandy,Land & House,2,2,2,8.5,1021.0,2,0,1,0,56582403
Colombo,Land & House,6,5,3,6.0,2476.0,40,0,0,0,151602691
Jaffna,Land & House,1,1,2,22.0,537.0,20,1,0,0,20779238
Kandy,Land & House,4,4,1,31.8,1616.0,9,0,0,0,88355495
Galle,Apartment,3,3,2,4.3,1189.0,15,0,0,0,31126916
Jaffna,Apartment,4,4,2,8.0,1729.0,26,1,0,0,23590275
Anuradhapura,Land & House,3,2,2,47.6,1434.0,25,0,0,1,32555676
Kurunegala,House,4,3,1,11.3,1604.0,6,1,0,0,29698573
Jaffna,Land & House,4,3,2,45.9,1660.0,10,0,0,1,57760817
Jaffna,House,4,3,1,8.8,1425.0,15,1,0,0,37283865
Ratnapura,Apartment,2,1,1,7.7,908.0,1,1,0,0,14807359
Kandy,Villa,4,3,2,7.6,1820.0,35,0,1,0,77609947
Colombo,Land & House,3,3,3,5.3,1442.0,9,1,1,1,162747910
Colombo,House,1,1,1,38.0,550.0,7,1,0,0,152338219
Colombo,Villa,3,2,3,62.6,1658.0,32,0,0,1,374307341
Jaffna,Apartment,3,3,1,50.4,1233.0,2,1,0,0,32978446
Negombo,House,3,2,2,32.7,1310.0,0,0,0,0,73192334
Negombo,Villa,4,4,1,32.1,1654.0,17,0,0,0,136282676
Colombo,Apartment,3,2,1,20.2,1126.0,7,0,1,0,124119243
Matara,Apartment,3,3,2,30.2,1220.0,21,0,0,1,20989533
Kandy,House,2,2,2,7.5,1081.0,1,0,0,0,33693404
Jaffna,Apartment,4,3,2,11.4,1659.0,7,1,0,0,32305765
Negombo,Apartment,3,2,2,19.4,1318.0,4,0,0,0,55975962
Kandy,House,3,2,2,35.2,1287.0,20,1,0,0,52163653
Colombo,House,4,3,3,20.2,1802.0,4,1,0,0,189192563
Colombo,Land & House,3,2,1,31.4,1340.0,9,1,1,1,267784749
Kurunegala,Apartment,3,2,1,13.6,1366.0,24,1,0,0,20281621
Anuradhapura,Villa,3,3,1,23.0,1379.0,32,1,0,0,30527196
Negombo,House,4,4,1,62.7,1659.0,19,0,0,1,97382653
Colombo,House,4,4,2,,1746.0,9,1,0,0,138033131
Kandy,House,3,2,1,43.2,1056.0,13,1,0,0,63503873
Matara,House,2,2,1,15.1,831.0,18,0,0,1,15425781
Matara,Apartment,2,1,1,19.5,1065.0,28,0,0,0,12476090
Colombo,Apartment,4,3,2,35.5,1656.0,30,0,0,0,130390621
Colombo,Apartment,5,4,1,11.9,2051.0,34,0,0,0,101274510
Jaffna,House,3,3,1,12.1,1205.0,23,1,0,1,27463272
Kandy,Apartment,2,2,2,15.2,732.0,2,0,0,1,26172303
Colombo,House,4,3,2,4.3,1764.0,20,1,0,0,131164521
Colombo,House,4,4,1,14.3,1676.0,24,0,0,1,131641521
Galle,Land & House,5,5,2,9.2,2045.0,29,0,0,1,89600605
Kurunegala,Apartment,4,4,1,43.5,1673.0,33,0,0,0,17651617
Ratnapura,Apartment,5,5,3,5.4,2033.0,11,0,1,0,28661050
Negombo,House,1,1,1,13.2,400.0,16,0,1,0,31202982
Galle,Land & House,2,1,3,48.2,1170.0,0,0,0,1,82305962
Colombo,Apartment,2,1,3,38.7,1197.0,13,0,0,1,139646453
Galle,Villa,4,3,2,22.1,1835.0,10,1,0,1,130023855
Kandy,House,2,2,1,17.4,913.0,37,0,0,0,25724251
Negombo,Land & House,3,2,2,8.9,1230.0,31,1,0,0,60087451
Kandy,Villa,3,2,1,10.9,1221.0,23,0,1,1,75177963
Colombo,Land & House,3,3,3,5.4,1560.0,1,0,0,1,177122865
Colombo,House,5,5,2,27.1,1862.0,8,1,0,0,215260859
Kandy,House,2,2,3,9.9,1145.0,18,0,1,0,43960111
Colombo,House,3,2,2,20.5,1316.0,0,0,0,0,176156388
Colombo,House,4,3,2,10.6,1634.0,4,0,0,1,137406039
Badulla,Land & House,1,1,2,13.4,699.0,30,1,0,0,11110318
Galle,House,4,4,1,16.1,1435.0,2,0,0,0,69500731
Galle,House,4,3,1,28.3,1591.0,0,0,0,0,90113865
Anuradhapura,House,5,5,2,7.6,2105.0,13,0,0,0,29820860
Badulla,House,5,5,3,11.6,2308.0,35,0,0,1,29587562
Negombo,House,3,2,2,6.1,1237.0,25,0,0,0,41985912
Kurunegala,Villa,3,3,2,5.2,1199.0,38,1,1,0,35059660
Kandy,Apartment,2,1,2,17.9,1027.0,21,0,0,1,30731647
Kandy,House,3,2,2,7.1,1321.0,9,0,0,0,40410272
Kandy,House,2,1,1,4.9,1140.0,35,0,0,0,30985620
Jaffna,House,3,3,2,38.1,1395.0,8,0,0,1,45901799
Jaffna,House,5,4,1,15.5,1905.0,7,0,0,0,40969977
Kandy,Apartment,3,2,1,6.2,1182.0,9,0,0,0,31194716
Colombo,Villa,3,2,1,4.8,1078.0,24,1,0,0,136662625
Negombo,Villa,3,2,3,5.9,1556.0,33,1,0,0,71143467
Colombo,Villa,3,2,1,13.6,1192.0,7,0,0,1,191959965
Negombo,House,6,5,2,20.6,2392.0,9,1,0,1,100378276
Jaffna,Land & House,3,3,2,19.4,1359.0,31,1,0,0,38754767
Jaffna,Villa,4,3,2,6.3,1722.0,0,0,0,0,64098810
Matara,Land & House,3,2,2,19.1,1176.0,22,0,0,1,30416490
Anuradhapura,House,2,1,2,11.8,1083.0,9,0,0,0,14586742
Galle,Land & House,3,2,1,13.4,1115.0,7,0,0,0,58531415
Matara,Villa,4,4,1,28.2,1536.0,9,1,0,1,64104369
Negombo,Villa,2,1,3,10.1,1278.0,8,1,1,0,111202527
Colombo,House,2,1,1,6.4,1027.0,21,0,0,1,83911193
Colombo,Villa,2,2,2,35.0,829.0,34,0,0,0,196105156
Kandy,Land & House,4,4,2,7.6,1703.0,10,0,0,1,79891347
Galle,Apartment,4,3,1,9.2,1577.0,24,1,0,0,42496452
Negombo,Apartment,3,3,3,22.4,1349.0,20,0,0,0,50574062
Kurunegala,Land & House,3,3,2,21.3,1430.0,6,0,0,0,32863858
Colombo,House,5,5,1,28.2,1911.0,13,1,0,0,181201626
Colombo,Apartment,4,3,3,7.0,1869.0,17,1,0,1,124034392
Ratnapura,Apartment,4,4,2,10.5,1608.0,0,0,0,0,21063266
Colombo,Land & House,4,3,1,6.0,1591.0,8,1,0,0,150953901
Galle,House,4,3,2,15.7,1783.0,40,0,0,0,51808535
Negombo,Apartment,3,2,1,9.2,1212.0,15,1,0,0,42504481
Galle,Apartment,5,4,2,21.5,1998.0,6,1,0,1,72077511
Colombo,Villa,5,4,1,4.0,1856.0,4,1,0,1,291550208
Colombo,Apartment,1,1,2,4.9,672.0,4,1,0,0,46193121
Colombo,Land & House,2,2,2,12.5,1004.0,8,1,0,1,147310442
Negombo,Land & House,6,5,2,51.6,2490.0,3,0,0,0,189186954
Galle,House,3,2,2,37.2,1301.0,2,1,0,0,82690444
Colombo,House,5,5,1,80.8,1778.0,7,0,0,0,314101086
Negombo,House,3,2,3,12.1,1535.0,14,0,1,1,74953042
Kurunegala,House,2,2,2,4.7,952.0,2,1,0,0,19376922
Colombo,Apartment,2,1,2,9.5,1078.0,0,1,0,1,79828049
Galle,Land & House,2,2,1,20.9,850.0,0,0,0,0,49769744
Jaffna,Villa,2,1,2,6.2,1065.0,5,1,0,1,43721562
Colombo,House,3,3,3,9.3,1398.0,3,0,0,0,132369360
Kandy,House,4,4,2,4.9,1714.0,12,0,0,0,50837991
Negombo,Apartment,6,5,3,13.7,2480.0,9,1,0,0,86540903
Anuradhapura,Apartment,3,2,1,7.5,1077.0,6,0,0,1,16242302
Kurunegala,House,3,2,2,5.4,1263.0,25,0,0,1,19639686
Negombo,Land & House,3,3,1,11.9,1145.0,11,1,0,1,81513729
Matara,Land & House,3,3,1,10.5,1324.0,1,1,0,0,48571235
Kandy,House,3,2,2,15.6,1292.0,5,0,0,1,47785386
Negombo,Land & House,1,1,2,24.7,522.0,38,0,0,1,39266922
Galle,House,1,1,1,5.8,513.0,38,1,0,1,20103709
Colombo,Villa,2,1,1,27.5,852.0,4,1,0,0,248992640
Jaffna,Apartment,2,2,1,4.4,800.0,3,1,0,0,16338616
Negombo,House,4,4,1,12.8,1533.0,10,1,0,0,76830685
Kandy,Land & House,2,2,1,17.3,947.0,10,1,0,0,52713735
Anuradhapura,Apartment,5,4,1,51.2,1967.0,8,1,0,1,30902161
Colombo,Villa,5,4,1,16.8,1958.0,11,0,1,0,293578869
Kandy,House,6,5,3,6.6,2431.0,4,0,0,0,76712606
Colombo,House,5,4,2,14.9,2338.0,2,0,0,0,252187639
Matara,House,3,3,1,11.6,1305.0,13,0,0,0,22342262
Jaffna,Apartment,3,2,3,13.8,1551.0,34,1,0,0,20546399
Kandy,Apartment,2,1,2,7.3,883.0,2,1,0,0,28443312
Jaffna,House,4,3,1,14.4,1644.0,18,0,0,0,35206692
Kandy,Apartment,5,5,1,6.4,1849.0,9,0,0,0,49529734
Matara,Apartment,5,4,1,24.4,1880.0,5,0,1,0,35719111
Galle,Villa,3,2,1,17.5,1031.0,26,1,0,1,66908949
Kandy,Apartment,4,3,1,5.2,1425.0,9,0,0,0,36063260
Ratnapura,Land & House,2,1,2,37.1,1043.0,13,1,0,0,30170535
Colombo,Apartment,1,1,2,18.4,750.0,9,0,0,1,70936929
Colombo,Apartment,4,4,2,9.7,1768.0,1,1,0,0,128425999
Negombo,House,3,2,1,4.7,1265.0,14,0,0,0,46472307
Ratnapura,House,6,5,2,19.0,2393.0,8,1,0,1,39199547
Kandy,House,2,1,2,11.0,959.0,1,0,1,1,42466954
Colombo,Apartment,5,4,3,39.7,2228.0,14,0,0,0,204499617
Kandy,House,3,3,1,4.5,1282.0,0,0,0,1,43474875
Galle,House,4,3,3,4.6,1850.0,4,0,0,1,77090865
Colombo,Villa,4,4,2,48.7,1821.0,22,1,0,0,358105392
Jaffna,House,5,5,2,54.2,2028.0,0,0,1,0,59614482
Badulla,House,3,2,2,4.4,1251.0,16,0,0,0,17306870
Galle,House,5,5,1,22.9,1898.0,36,1,0,0,60720455
Kandy,Villa,2,2,3,7.8,1160.0,3,0,0,0,60120444
Kandy,House,2,2,1,22.1,841.0,8,1,1,0,53201787
Colombo,Apartment,3,2,2,34.5,1478.0,13,0,0,0,127356529
Anuradhapura,Apartment,4,3,1,5.6,1630.0,9,0,0,0,19340980
Kandy,Apartment,3,3,1,8.1,1056.0,14,0,0,0,25166976
Kandy,Apartment,4,4,2,4.4,1853.0,8,1,0,0,44437121
Jaffna,Villa,4,3,3,4.7,1575.0,2,0,0,0,55195547
Galle,House,2,1,1,4.5,1065.0,1,1,0,0,41028624
Negombo,House,5,5,3,28.2,2171.0,20,0,0,1,95416576
Colombo,House,2,1,2,9.3,981.0,4,0,0,1,98992881
Kurunegala,House,5,4,1,14.2,1893.0,26,0,0,1,28762367
Ratnapura,House,3,2,1,27.3,1238.0,20,0,0,1,19251957
Negombo,House,3,2,2,14.2,1349.0,0,0,0,1,72692337
Ratnapura,Apartment,3,2,1,12.4,1186.0,3,0,0,1,16977975
Colombo,Apartment,2,2,1,4.2,980.0,5,0,0,0,68399164
Galle,House,3,3,1,16.6,1256.0,14,1,0,1,55115402
Negombo,Villa,2,2,1,6.0,754.0,23,1,0,0,51583588
Negombo,House,2,1,2,25.7,1074.0,1,0,0,0,51942397
Kandy,House,2,1,1,8.5,902.0,4,0,0,1,30781811
Kandy,Apartment,3,2,1,20.8,1145.0,7,0,0,1,31408695
Colombo,House,4,4,1,19.6,1629.0,3,0,0,1,175175038
Kandy,House,3,2,1,18.4,1184.0,12,0,0,1,45481870
Colombo,House,5,4,1,8.7,1877.0,10,0,0,0,154051134
Matara,Land & House,4,3,2,8.7,1675.0,6,1,0,0,50282598
Colombo,Villa,4,3,2,33.8,1457.0,11,1,0,0,326515039
Colombo,House,4,3,1,4.2,1497.0,7,1,1,0,137587003
Negombo,Villa,3,2,1,7.0,1271.0,6,0,0,1,91795644
Negombo,Villa,4,3,1,18.1,1547.0,5,1,1,0,154577977
Anuradhapura,Apartment,2,1,1,29.5,721.0,12,0,0,0,10078662
Negombo,Villa,5,5,2,10.7,2146.0,9,1,0,0,139378754
Kandy,House,4,3,1,,1520.0,3,1,0,1,73536346
Kurunegala,House,2,1,1,16.2,727.0,0,0,0,0,13244786
Galle,Apartment,4,3,2,5.0,1920.0,2,1,0,1,65075892
Colombo,Apartment,1,1,1,18.6,400.0,0,0,0,1,67826252
Negombo,Apartment,2,1,2,29.2,1087.0,9,0,0,0,45819466
Anuradhapura,Apartment,2,1,2,77.3,923.0,4,0,0,1,18125675
Kandy,Land & House,4,3,1,4.5,1563.0,8,0,0,0,62997373
Kandy,Land & House,4,4,2,20.2,1609.0,6,0,0,0,79838016
Colombo,Land & House,4,3,2,12.0,1576.0,12,1,0,1,192703405
Colombo,Villa,1,1,1,4.1,552.0,19,0,0,1,69710424
Galle,Land & House,3,3,2,18.3,1390.0,10,1,1,0,94490025
Negombo,House,4,3,2,6.0,1814.0,1,1,0,0,86579463
Colombo,House,2,1,3,11.1,1146.0,0,1,0,0,121930268
Ratnapura,Apartment,4,3,2,8.5,1922.0,4,0,0,0,29233282
Matara,Villa,2,1,2,10.7,1026.0,8,0,0,1,38166232
Negombo,Apartment,2,2,1,14.2,906.0,0,0,0,1,40694638
Kurunegala,Villa,3,2,2,10.7,1214.0,6,0,0,1,39887979
Colombo,House,4,3,1,16.1,1488.0,30,1,1,0,142360812
Galle,House,2,2,1,8.1,901.0,1,0,0,0,37372081
Negombo,Villa,2,2,2,19.1,991.0,36,0,0,1,61764256
Kurunegala,House,2,1,2,32.8,1018.0,27,1,0,1,21033928
Matara,House,2,1,1,7.8,768.0,24,1,0,0,12977424
Colombo,House,2,1,2,14.6,1012.0,27,0,0,0,92647323
Ratnapura,House,3,2,1,19.7,1211.0,1,0,0,0,23707884
Colombo,Villa,4,4,1,16.5,1431.0,2,0,0,1,239685483
Anuradhapura,House,3,3,1,10.8,1264.0,2,0,0,0,20365590
Badulla,Apartment,4,4,1,19.4,1379.0,2,1,0,0,20779207
Colombo,House,4,3,1,4.4,1568.0,6,1,0,0,144632492
Matara,Villa,2,2,2,10.9,1176.0,24,0,1,1,42965155
Colombo,House,1,1,1,15.4,568.0,4,1,0,1,103616767
Kandy,Apartment,5,4,1,4.3,1967.0,4,1,0,1,60191682
Galle,Villa,2,1,2,14.6,910.0,17,0,0,0,54521574
Negombo,House,2,1,2,19.9,1176.0,1,0,0,0,64569620
Ratnapura,Land & House,1,1,1,25.4,637.0,7,0,0,0,16705171
Jaffna,Apartment,4,4,1,5.8,1465.0,5,0,0,1,26017592
Galle,House,3,3,1,73.9,1152.0,26,0,0,0,72673033
Kurunegala,House,6,6,2,18.0,2525.0,11,1,0,1,46525050
Ratnapura,Land & House,5,4,3,10.8,2379.0,16,0,0,0,47932957
Colombo,Villa,3,3,2,8.3,1223.0,2,0,0,0,167286343
Badulla,House,3,2,1,16.8,1099.0,34,1,0,0,14984118
Colombo,House,3,3,2,36.0,1335.0,6,0,0,0,190366969
Kurunegala,Villa,2,2,1,15.0,632.0,18,0,0,1,22775874
Kandy,Apartment,2,2,1,20.2,851.0,36,0,0,0,22441555
Colombo,Villa,2,1,1,10.6,968.0,11,0,0,1,137882831
Galle,House,2,1,2,11.4,856.0,11,0,0,0,40618151
Negombo,Villa,2,1,2,9.1,1012.0,2,0,0,0,69912521
Kandy,House,3,2,2,22.3,1291.0,8,0,0,1,50708000
Colombo,House,6,5,2,10.7,2563.0,26,0,0,0,176285763
Negombo,Apartment,3,2,1,7.2,1143.0,2,0,0,1,53739352
Anuradhapura,Land & House,6,5,1,10.9,2401.0,33,0,0,1,41360501
Kandy,House,3,2,2,32.8,1290.0,17,0,0,0,48654653
Colombo,Apartment,3,2,2,24.1,1427.0,8,0,0,0,107856752
Galle,Apartment,3,2,2,10.1,1375.0,12,1,0,0,37871403
Colombo,Apartment,2,1,1,39.6,836.0,2,0,0,0,132166988
Kurunegala,Villa,2,1,2,5.2,920.0,4,1,0,0,30833112
Kurunegala,Villa,5,4,1,4.8,1932.0,5,0,1,0,56906647
Negombo,House,6,6,2,6.0,2355.0,7,1,0,1,105856904
Kandy,Land & House,1,1,1,5.9,431.0,32,0,0,0,13603849
Kurunegala,Villa,2,2,3,5.4,1297.0,7,0,0,0,32122877
Negombo,Land & House,3,2,1,20.2,1254.0,11,0,1,0,99796049
Kurunegala,Apartment,2,1,2,17.8,1064.0,3,0,0,1,16554254
Negombo,Land & House,3,2,2,19.6,1310.0,20,0,0,1,87588178
Matara,House,2,2,1,21.5,831.0,12,0,0,0,17999978
Negombo,House,3,3,1,25.2,1175.0,9,1,1,0,87679471
Kandy,Land & House,3,3,2,7.5,1383.0,35,1,0,0,57348916
Ratnapura,House,3,3,1,18.6,1264.0,30,0,0,0,17086724
Galle,House,2,1,1,17.0,846.0,16,0,0,0,43651318
Negombo,Villa,3,2,3,47.1,1420.0,33,0,0,1,119431370
Colombo,Villa,6,5,2,8.0,2476.0,13,0,0,1,278522984
Negombo,House,3,2,1,4.9,1203.0,24,0,0,0,41429554
Negombo,Land & House,5,5,2,19.9,1905.0,8,0,0,1,116681151
Colombo,Apartment,4,4,2,24.2,1486.0,1,1,0,0,161275159
Colombo,Apartment,6,6,2,9.0,2429.0,40,1,0,0,125067443
Negombo,Villa,4,3,2,16.7,1617.0,3,1,0,1,152540515
Matara,House,4,3,2,4.9,1743.0,4,0,0,1,32571608
Galle,House,5,4,1,52.3,1822.0,3,1,1,0,119516693
Colombo,House,2,2,2,5.7,1013.0,6,0,0,1,74414780
Jaffna,Apartment,3,3,1,5.0,1162.0,5,0,0,0,22432051
Colombo,Apartment,6,5,1,4.7,2425.0,14,1,0,0,133635833
Galle,Villa,4,4,2,12.4,1795.0,40,1,0,1,91409983
Colombo,Villa,6,5,1,5.5,2384.0,1,0,0,0,284268436
Colombo,Apartment,4,4,2,24.5,1702.0,22,1,0,0,111720579
Colombo,Villa,5,5,2,38.4,2132.0,2,0,0,1,444881929
Kandy,House,4,3,1,8.5,1559.0,0,0,1,0,70025112
Colombo,House,4,4,1,18.9,1696.0,15,0,0,0,153375043
Kandy,Land & House,3,2,2,4.6,1342.0,28,0,0,0,37783068
Galle,House,5,4,3,11.3,2060.0,3,1,0,0,91064406
Galle,House,4,3,2,9.2,1500.0,6,1,0,1,61725945
Kandy,Apartment,4,3,2,7.9,1866.0,3,0,0,1,53926534
Kurunegala,House,4,3,1,19.5,1597.0,32,1,0,1,25640137
Colombo,Land & House,3,3,1,6.1,1254.0,5,1,1,1,168670834
Galle,House,1,1,2,33.6,798.0,9,0,0,1,50898047
Colombo,House,5,4,1,20.4,1734.0,30,1,0,1,140002563
Colombo,House,3,3,2,22.6,,12,1,0,1,150258906
Negombo,Apartment,3,2,1,45.1,1176.0,34,0,0,1,54992950
Negombo,House,2,1,2,46.8,1074.0,33,1,0,0,76152221
Anuradhapura,Apartment,4,3,2,16.0,1630.0,9,0,0,1,21749661
Negombo,Land & House,4,3,2,14.3,1579.0,13,0,0,0,95606176
Ratnapura,Land & House,4,3,2,10.1,1578.0,4,0,0,0,32590117
Colombo,House,4,3,3,22.9,1964.0,40,1,0,0,161543279
Colombo,Apartment,3,2,3,15.6,1425.0,5,0,0,0,101902126
Colombo,Apartment,3,2,3,44.5,1444.0,22,1,0,0,151787978
Colombo,Land & House,1,1,2,8.1,713.0,6,0,0,0,87082006
Galle,Land & House,4,3,2,9.6,1630.0,6,0,0,1,79954978
Negombo,House,2,2,2,9.7,829.0,1,0,1,0,57094364
Colombo,Villa,4,3,1,28.6,1391.0,12,1,0,0,258982457
Ratnapura,House,3,2,1,5.6,1194.0,4,1,0,0,23944537
Kurunegala,House,3,2,1,13.1,1249.0,2,0,0,0,26184301
Kandy,House,5,4,1,12.4,1879.0,4,0,0,0,69618617
Colombo,Apartment,1,1,1,5.1,543.0,4,0,1,1,61158080
Colombo,Apartment,4,4,1,11.9,1388.0,11,0,0,0,117003182
Colombo,House,2,2,3,14.8,995.0,8,1,0,0,113233867
Colombo,Apartment,1,1,2,5.0,875.0,1,1,0,0,62344659
Galle,House,3,2,1,14.7,1323.0,12,0,0,0,53628093
Colombo,Apartment,2,1,1,52.0,926.0,22,0,0,0,151159116
Kandy,House,4,3,2,61.9,1634.0,13,1,0,0,97243206
Badulla,House,3,2,2,15.4,1326.0,38,0,0,0,14560417
Jaffna,House,1,1,3,14.9,799.0,1,1,0,0,20845071
Ratnapura,House,1,1,3,9.0,931.0,24,1,0,0,15537473
Colombo,Apartment,4,4,3,91.7,1890.0,11,0,1,0,266145579
Kandy,House,4,3,1,8.8,1602.0,11,1,1,1,67786511
Negombo,Apartment,3,3,1,13.0,1183.0,11,1,0,0,47898112
Colombo,House,3,2,2,4.0,1429.0,6,0,1,1,128244137
Colombo,Apartment,4,4,1,10.4,1580.0,6,0,0,0,107165845
Jaffna,Villa,4,3,2,5.1,1704.0,15,1,0,1,53153122
Negombo,House,2,2,2,24.4,925.0,0,1,0,0,58307479
Kandy,Apartment,4,3,2,16.3,1688.0,13,0,0,1,50780207
Galle,House,4,3,1,16.7,1442.0,19,1,0,1,51386867
Kandy,Apartment,4,4,2,9.1,1695.0,7,1,0,0,47754291
Colombo,House,4,3,2,29.3,1708.0,4,1,0,1,204089983
Kandy,Apartment,6,6,3,4.0,2309.0,4,1,0,1,55162205
Colombo,Apartment,2,1,1,10.1,826.0,1,0,0,1,80885061
Colombo,Land & House,6,5,3,20.2,2432.0,1,0,0,0,273079387
Ratnapura,Apartment,3,2,2,39.8,1399.0,3,0,0,0,23521406
Negombo,Apartment,4,3,2,8.0,1763.0,0,0,0,0,59957624
Matara,House,2,2,2,15.7,957.0,5,0,0,1,20927783
Kandy,Land & House,3,2,2,15.6,1404.0,6,1,0,0,69225053
Kandy,Villa,4,3,1,35.1,1609.0,40,0,0,0,75844022
Colombo,House,4,4,1,4.8,1527.0,40,0,0,0,81882118
Colombo,Villa,1,1,2,12.3,803.0,3,1,0,0,137225656
Colombo,House,3,3,2,7.0,1277.0,4,0,0,0,96464673
Kurunegala,Villa,2,1,1,4.3,997.0,10,0,0,1,30657510
Jaffna,Villa,6,5,2,6.4,2377.0,2,0,0,1,89908108
Galle,House,5,5,1,60.2,1815.0,11,1,0,0,104637149
Galle,Villa,1,1,1,7.6,464.0,8,1,1,0,49798206
Ratnapura,House,5,4,2,45.0,1940.0,6,1,0,0,45027564
Colombo,House,5,4,1,7.4,1978.0,24,1,0,0,137108541
Kandy,House,3,2,1,44.2,1039.0,24,0,0,0,40109908
Kandy,Villa,4,3,1,19.9,1688.0,39,1,1,0,89015331
Matara,House,3,3,2,5.8,1256.0,4,0,1,1,30703602
Badulla,House,4,3,1,17.1,1633.0,30,1,0,0,23065228
Colombo,Villa,3,2,1,9.8,1202.0,12,0,0,1,182999156
Anuradhapura,House,3,2,1,11.2,1227.0,13,0,0,0,20140616
Kurunegala,House,3,2,1,12.7,1140.0,31,0,0,0,16429714
Colombo,House,2,2,1,12.2,885.0,35,0,0,0,67150775
Kandy,House,4,4,1,20.4,1563.0,19,1,0,0,57252706
Kandy,Apartment,3,3,1,25.9,1054.0,7,1,0,1,44582472
Badulla,House,3,2,2,10.0,1253.0,10,0,0,1,17560400
Colombo,Land & House,5,4,1,42.7,1845.0,14,0,0,1,299880973
Kurunegala,Villa,3,2,1,45.8,1124.0,24,0,0,1,43299314
Kandy,House,3,3,1,4.6,1325.0,16,0,0,0,37205400
Matara,House,6,6,1,4.2,2250.0,7,0,0,0,44674884
Kandy,House,5,5,2,12.3,1972.0,8,0,0,1,83475851
Negombo,Apartment,2,1,1,17.4,800.0,0,0,0,1,39118204
Kurunegala,House,3,2,1,8.9,1149.0,33,1,0,0,15789995
Kurunegala,House,6,6,1,8.5,2221.0,1,1,0,0,44442191
Anuradhapura,Land & House,3,2,2,21.0,1242.0,13,0,0,0,29484146
Colombo,House,3,3,1,17.8,1118.0,28,0,0,0,108292146
Jaffna,House,2,2,2,6.7,1076.0,8,0,0,0,21106489
Colombo,Land & House,2,2,1,36.4,868.0,23,0,0,0,176249554
Kandy,Apartment,4,4,1,21.1,1534.0,23,1,0,0,42321143
Galle,House,4,4,2,10.8,1700.0,1,0,0,1,76101927
Kandy,Apartment,6,6,2,21.3,2395.0,8,1,0,0,67280727
Galle,House,4,3,2,5.8,1679.0,18,0,0,1,60293308
Badulla,Villa,2,1,1,13.5,901.0,8,0,0,0,24826114
Colombo,Apartment,1,1,2,6.8,694.0,12,0,0,1,38906872
Jaffna,Villa,6,5,1,4.6,2092.0,14,1,0,0,77440376
Kandy,Land & House,3,3,2,10.2,1336.0,2,0,0,0,67921754
Colombo,Land & House,3,2,2,6.5,1199.0,8,1,0,1,123720738
Colombo,Land & House,5,5,1,19.1,1963.0,0,1,0,1,254749570
Ratnapura,Apartment,3,2,2,20.8,1426.0,2,0,1,0,24234298
Anuradhapura,House,2,1,2,6.4,938.0,11,0,1,0,17203681
Anuradhapura,Apartment,5,5,1,4.4,1888.0,13,1,0,0,22501829
Badulla,Apartment,6,5,2,27.6,2188.0,2,0,0,0,28046271
Colombo,Land & House,2,2,2,4.0,1097.0,21,0,0,1,103700475
